case_id,crime_id,case_status,investigation_days,fine_amount,court_status,case_priority
CASE003253,C003253,Under Investigation,177,6360,Closed,High
CASE003254,C003254,Solved,315,42204,Closed,High
CASE003255,C003255,Pending,213,61973,Closed,High
CASE003256,C003256,Solved,176,71623,Hearing,High
CASE003257,C003257,Pending,100,89536,Hearing,High
CASE003258,C003258,Solved,236,43951,Closed,Medium
CASE003259,C003259,Pending,243,58449,Closed,Low
CASE003260,C003260,Solved,286,81414,Ongoing,Medium
CASE003261,C003261,Pending,300,49914,Hearing,Medium
CASE003262,C003262,Solved,262,55385,Closed,High
CASE003263,C003263,Solved,144,69059,Hearing,Medium
CASE003264,C003264,Solved,111,14778,Closed,Low
CASE003265,C003265,Solved,233,46809,Hearing,Medium
CASE003266,C003266,Pending,73,98608,Closed,Low
CASE003267,C003267,Pending,210,87279,Hearing,High
CASE003268,C003268,Solved,241,81722,Hearing,Medium
CASE003269,C003269,Solved,27,73753,Ongoing,Low
CASE003270,C003270,Solved,343,72497,Hearing,High
CASE003271,C003271,Solved,137,68897,Hearing,Medium
CASE003272,C003272,Solved,21,30691,Hearing,High
CASE003273,C003273,Solved,334,81135,Ongoing,Medium
CASE003274,C003274,Pending,364,45299,Closed,Medium
CASE003275,C003275,Solved,77,78573,Ongoing,Low
CASE003276,C003276,Solved,7,34544,Ongoing,Medium
CASE003277,C003277,Pending,94,56012,Ongoing,Low
CASE003278,C003278,Pending,216,48469,Ongoing,High
CASE003279,C003279,Solved,239,88944,Ongoing,Medium
CASE003280,C003280,Solved,103,77695,Ongoing,Low
CASE003281,C003281,Pending,174,45112,Closed,Medium
CASE003282,C003282,Solved,308,61447,Hearing,High
CASE003283,C003283,Pending,299,22950,Closed,High
CASE003284,C003284,Solved,199,6833,Closed,Medium
CASE003285,C003285,Solved,33,93777,Hearing,Medium
CASE003286,C003286,Solved,303,85219,Ongoing,Medium
CASE003287,C003287,Under Investigation,281,3419,Hearing,Low
CASE003288,C003288,Under Investigation,239,73958,Ongoing,Low
CASE003289,C003289,Pending,100,24989,Hearing,High
CASE003290,C003290,Solved,113,27499,Closed,High
CASE003291,C003291,Solved,65,16730,Hearing,Low
CASE003292,C003292,Solved,327,50258,Hearing,High
CASE003293,C003293,Pending,286,7480,Ongoing,High
CASE003294,C003294,Pending,315,26615,Hearing,Low
CASE003295,C003295,Pending,323,59126,Ongoing,High
CASE003296,C003296,Under Investigation,158,81697,Ongoing,Medium
CASE003297,C003297,Solved,214,22865,Hearing,Low
CASE003298,C003298,Solved,275,45572,Closed,High
CASE003299,C003299,Solved,179,52896,Hearing,Low
CASE003300,C003300,Solved,362,81687,Closed,High
CASE003301,C003301,Solved,85,39094,Hearing,High
CASE003302,C003302,Under Investigation,323,93408,Ongoing,High
CASE003303,C003303,Under Investigation,205,6582,Closed,Low
CASE003304,C003304,Solved,259,45319,Closed,High
CASE003305,C003305,Solved,129,77671,Ongoing,High
CASE003306,C003306,Solved,297,38845,Closed,Low
CASE003307,C003307,Solved,182,91214,Hearing,Medium
CASE003308,C003308,Solved,14,70636,Ongoing,High
CASE003309,C003309,Solved,12,58367,Hearing,High
CASE003310,C003310,Solved,284,35102,Ongoing,Low
CASE003311,C003311,Solved,202,97897,Hearing,High
CASE003312,C003312,Pending,109,25041,Ongoing,Medium
CASE003313,C003313,Under Investigation,96,95180,Closed,High
CASE003314,C003314,Solved,324,17916,Ongoing,High
CASE003315,C003315,Under Investigation,19,35441,Hearing,Low
CASE003316,C003316,Under Investigation,289,41925,Closed,Medium
CASE003317,C003317,Solved,94,73028,Hearing,High
CASE003318,C003318,Solved,66,19343,Ongoing,Medium
CASE003319,C003319,Solved,302,70111,Hearing,High
CASE003320,C003320,Under Investigation,132,62734,Ongoing,Medium
CASE003321,C003321,Solved,283,93030,Closed,Medium
CASE003322,C003322,Pending,125,15329,Hearing,Medium
CASE003323,C003323,Pending,17,19927,Closed,Medium
CASE003324,C003324,Solved,280,4026,Hearing,Medium
CASE003325,C003325,Solved,42,54675,Ongoing,Low
CASE003326,C003326,Pending,265,42166,Closed,Low
CASE003327,C003327,Solved,339,80935,Closed,Medium
CASE003328,C003328,Under Investigation,229,50818,Ongoing,Medium
CASE003329,C003329,Under Investigation,106,28161,Hearing,Low
CASE003330,C003330,Solved,104,79721,Ongoing,High
CASE003331,C003331,Solved,344,50710,Hearing,High
CASE003332,C003332,Under Investigation,354,5756,Hearing,Medium
CASE003333,C003333,Solved,315,84553,Ongoing,Medium
CASE003334,C003334,Under Investigation,317,30651,Closed,Low
CASE003335,C003335,Under Investigation,64,22703,Ongoing,High
CASE003336,C003336,Pending,121,28682,Ongoing,Medium
CASE003337,C003337,Pending,243,8087,Ongoing,Low
CASE003338,C003338,Pending,318,48360,Hearing,High
CASE003339,C003339,Solved,98,86852,Closed,Medium
CASE003340,C003340,Solved,107,58037,Closed,High
CASE003341,C003341,Solved,70,5496,Hearing,Medium
CASE003342,C003342,Pending,18,54622,Hearing,Low
CASE003343,C003343,Under Investigation,344,50967,Ongoing,Medium
CASE003344,C003344,Solved,167,18255,Ongoing,Low
CASE003345,C003345,Solved,303,1657,Closed,High
CASE003346,C003346,Pending,139,52740,Hearing,Low
CASE003347,C003347,Pending,243,57758,Closed,High
CASE003348,C003348,Pending,79,23439,Ongoing,High
CASE003349,C003349,Solved,37,60232,Hearing,Low
CASE003350,C003350,Solved,109,84734,Ongoing,High
CASE003351,C003351,Pending,322,38856,Closed,Low
CASE003352,C003352,Solved,184,17149,Closed,Low
CASE003353,C003353,Solved,79,99924,Hearing,High
CASE003354,C003354,Under Investigation,364,92029,Ongoing,High
CASE003355,C003355,Pending,133,74514,Closed,Low
CASE003356,C003356,Under Investigation,282,27565,Ongoing,Medium
CASE003357,C003357,Solved,293,85117,Hearing,Low
CASE003358,C003358,Solved,140,67690,Hearing,Low
CASE003359,C003359,Under Investigation,89,23189,Ongoing,Medium
CASE003360,C003360,Pending,275,52692,Closed,High
CASE003361,C003361,Solved,242,53913,Hearing,Medium
CASE003362,C003362,Solved,35,85168,Hearing,High
CASE003363,C003363,Under Investigation,62,41921,Hearing,Medium
CASE003364,C003364,Solved,287,58923,Hearing,Low
CASE003365,C003365,Solved,239,99923,Ongoing,High
CASE003366,C003366,Pending,26,37580,Hearing,Low
CASE003367,C003367,Solved,197,19344,Closed,High
CASE003368,C003368,Pending,320,73423,Closed,Low
CASE003369,C003369,Solved,237,97719,Ongoing,High
CASE003370,C003370,Under Investigation,181,38154,Hearing,High
CASE003371,C003371,Under Investigation,348,9343,Ongoing,Low
CASE003372,C003372,Solved,189,62070,Closed,Low
CASE003373,C003373,Pending,173,2842,Ongoing,Medium
CASE003374,C003374,Solved,173,56764,Hearing,High
CASE003375,C003375,Under Investigation,289,3039,Closed,Medium
CASE003376,C003376,Solved,28,40523,Ongoing,High
CASE003377,C003377,Solved,124,91971,Hearing,Medium
CASE003378,C003378,Under Investigation,315,30524,Hearing,High
CASE003379,C003379,Solved,227,31098,Hearing,High
CASE003380,C003380,Solved,82,86085,Ongoing,Medium
CASE003381,C003381,Under Investigation,234,3060,Ongoing,Medium
CASE003382,C003382,Solved,325,77239,Ongoing,Low
CASE003383,C003383,Solved,321,93715,Ongoing,High
CASE003384,C003384,Solved,80,68591,Closed,Medium
CASE003385,C003385,Solved,212,2300,Ongoing,High
CASE003386,C003386,Under Investigation,282,28157,Hearing,Low
CASE003387,C003387,Pending,304,51886,Ongoing,Low
CASE003388,C003388,Solved,334,40690,Closed,Low
CASE003389,C003389,Solved,314,9337,Closed,Low
CASE003390,C003390,Solved,252,24702,Ongoing,Low
CASE003391,C003391,Solved,341,31532,Closed,Medium
CASE003392,C003392,Solved,133,68505,Hearing,High
CASE003393,C003393,Solved,264,61374,Closed,Low
CASE003394,C003394,Under Investigation,280,64358,Closed,Medium
CASE003395,C003395,Pending,235,83307,Ongoing,Medium
CASE003396,C003396,Under Investigation,47,15972,Closed,Low
CASE003397,C003397,Pending,144,47545,Ongoing,Low
CASE003398,C003398,Solved,88,65265,Closed,High
CASE003399,C003399,Solved,165,4446,Ongoing,Low
CASE003400,C003400,Solved,133,18822,Ongoing,Low
CASE003401,C003401,Solved,51,17060,Ongoing,High
CASE003402,C003402,Under Investigation,172,53510,Hearing,High
CASE003403,C003403,Solved,269,71021,Closed,Low
CASE003404,C003404,Solved,244,91169,Ongoing,Low
CASE003405,C003405,Solved,84,85235,Ongoing,Low
CASE003406,C003406,Solved,9,75387,Closed,Medium
CASE003407,C003407,Solved,217,5906,Closed,Low
CASE003408,C003408,Solved,343,77099,Hearing,High
CASE003409,C003409,Solved,207,25449,Ongoing,Medium
CASE003410,C003410,Solved,17,51569,Closed,Low
CASE003411,C003411,Pending,249,15421,Hearing,High
CASE003412,C003412,Solved,340,37822,Hearing,Medium
CASE003413,C003413,Solved,170,27998,Ongoing,High
CASE003414,C003414,Solved,119,7124,Closed,Low
CASE003415,C003415,Solved,185,25776,Closed,Low
CASE003416,C003416,Solved,79,22652,Ongoing,Low
CASE003417,C003417,Solved,219,74041,Ongoing,High
CASE003418,C003418,Under Investigation,34,52199,Hearing,Medium
CASE003419,C003419,Under Investigation,126,16364,Ongoing,Medium
CASE003420,C003420,Solved,246,46609,Closed,Low
CASE003421,C003421,Solved,240,38515,Ongoing,Low
CASE003422,C003422,Solved,199,99257,Ongoing,High
CASE003423,C003423,Solved,225,60784,Ongoing,High
CASE003424,C003424,Under Investigation,327,76644,Ongoing,High
CASE003425,C003425,Under Investigation,188,37656,Ongoing,Low
CASE003426,C003426,Solved,161,48345,Ongoing,Low
CASE003427,C003427,Solved,114,98335,Closed,Low
CASE003428,C003428,Solved,290,69623,Closed,Medium
CASE003429,C003429,Pending,54,86427,Closed,Low
CASE003430,C003430,Solved,55,37968,Closed,High
CASE003431,C003431,Under Investigation,151,67771,Hearing,Medium
CASE003432,C003432,Under Investigation,193,62112,Ongoing,Medium
CASE003433,C003433,Pending,342,28891,Ongoing,Low
CASE003434,C003434,Solved,231,89731,Ongoing,Medium
CASE003435,C003435,Pending,126,6484,Ongoing,Medium
CASE003436,C003436,Under Investigation,8,95974,Ongoing,Low
CASE003437,C003437,Pending,51,19681,Hearing,Low
CASE003438,C003438,Solved,204,3414,Hearing,Low
CASE003439,C003439,Solved,150,81850,Closed,High
CASE003440,C003440,Solved,288,49589,Closed,Medium
CASE003441,C003441,Solved,230,41888,Hearing,Low
CASE003442,C003442,Solved,31,10601,Hearing,High
CASE003443,C003443,Under Investigation,104,5346,Closed,Low
CASE003444,C003444,Solved,42,3164,Closed,Low
CASE003445,C003445,Solved,303,96866,Hearing,Low
CASE003446,C003446,Under Investigation,270,95541,Ongoing,Medium
CASE003447,C003447,Solved,306,20017,Ongoing,Medium
CASE003448,C003448,Under Investigation,26,85258,Ongoing,High
CASE003449,C003449,Solved,200,49576,Closed,High
CASE003450,C003450,Solved,84,86061,Hearing,High
CASE003451,C003451,Solved,167,70964,Ongoing,Low
CASE003452,C003452,Solved,170,63231,Closed,High
CASE003453,C003453,Under Investigation,227,27408,Ongoing,High
CASE003454,C003454,Under Investigation,255,71699,Closed,High
CASE003455,C003455,Pending,308,31648,Closed,Medium
CASE003456,C003456,Solved,336,55918,Hearing,Low
CASE003457,C003457,Solved,86,66195,Ongoing,High
CASE003458,C003458,Pending,277,83106,Closed,Medium
CASE003459,C003459,Pending,242,48667,Ongoing,Low
CASE003460,C003460,Solved,87,72631,Closed,Low
CASE003461,C003461,Solved,107,88630,Hearing,Medium
CASE003462,C003462,Solved,194,69463,Hearing,High
CASE003463,C003463,Solved,335,63225,Hearing,Low
CASE003464,C003464,Pending,147,41195,Hearing,Medium
CASE003465,C003465,Solved,277,45436,Ongoing,High
CASE003466,C003466,Solved,326,82967,Ongoing,Low
CASE003467,C003467,Solved,328,77222,Ongoing,High
CASE003468,C003468,Solved,59,46781,Closed,High
CASE003469,C003469,Solved,330,71917,Ongoing,Medium
CASE003470,C003470,Solved,326,74786,Closed,Low
CASE003471,C003471,Solved,330,20070,Hearing,Low
CASE003472,C003472,Solved,255,58549,Closed,Low
CASE003473,C003473,Under Investigation,138,76266,Hearing,Low
CASE003474,C003474,Solved,151,21715,Ongoing,Low
CASE003475,C003475,Solved,236,25795,Hearing,Medium
CASE003476,C003476,Pending,62,75996,Closed,Low
CASE003477,C003477,Solved,266,11008,Closed,Low
CASE003478,C003478,Solved,216,39578,Closed,Low
CASE003479,C003479,Pending,296,7216,Ongoing,Medium
CASE003480,C003480,Solved,142,47775,Hearing,Low
CASE003481,C003481,Solved,36,51721,Hearing,High
CASE003482,C003482,Solved,216,46157,Hearing,Low
CASE003483,C003483,Solved,337,84362,Hearing,Medium
CASE003484,C003484,Solved,156,66100,Ongoing,Low
CASE003485,C003485,Solved,21,10618,Closed,Low
CASE003486,C003486,Solved,282,14622,Hearing,Medium
CASE003487,C003487,Pending,318,49700,Hearing,High
CASE003488,C003488,Solved,302,45713,Ongoing,Medium
CASE003489,C003489,Under Investigation,43,95694,Hearing,Medium
CASE003490,C003490,Solved,151,82846,Ongoing,Low
CASE003491,C003491,Solved,286,32325,Ongoing,Medium
CASE003492,C003492,Solved,311,45439,Closed,High
CASE003493,C003493,Solved,169,55942,Ongoing,Medium
CASE003494,C003494,Solved,162,45946,Closed,Medium
CASE003495,C003495,Solved,143,59027,Closed,High
CASE003496,C003496,Under Investigation,201,93898,Hearing,Low
CASE003497,C003497,Solved,219,27518,Closed,Medium
CASE003498,C003498,Solved,153,64296,Hearing,High
CASE003499,C003499,Solved,77,83486,Hearing,Low
CASE003500,C003500,Under Investigation,297,38388,Ongoing,Medium
CASE003501,C003501,Solved,342,80078,Closed,High
CASE003502,C003502,Solved,205,29607,Closed,Medium
CASE003503,C003503,Solved,138,70127,Closed,High
CASE003504,C003504,Under Investigation,286,62522,Ongoing,Medium
CASE003505,C003505,Solved,185,65544,Ongoing,Medium
CASE003506,C003506,Solved,47,56782,Hearing,Medium
CASE003507,C003507,Solved,258,74630,Closed,High
CASE003508,C003508,Solved,341,31107,Hearing,High
CASE003509,C003509,Solved,320,21384,Hearing,High
CASE003510,C003510,Solved,9,30725,Ongoing,High
CASE003511,C003511,Solved,35,59064,Hearing,High
CASE003512,C003512,Solved,41,28375,Ongoing,Low
CASE003513,C003513,Pending,357,3524,Ongoing,Medium
CASE003514,C003514,Under Investigation,178,33105,Hearing,High
CASE003515,C003515,Solved,221,45369,Ongoing,Low
CASE003516,C003516,Solved,69,76827,Hearing,High
CASE003517,C003517,Solved,258,90416,Ongoing,High
CASE003518,C003518,Solved,275,27800,Closed,High
CASE003519,C003519,Under Investigation,34,81794,Closed,Low
CASE003520,C003520,Pending,39,91399,Closed,Low
CASE003521,C003521,Solved,98,80612,Hearing,Low
CASE003522,C003522,Solved,252,87071,Closed,High
CASE003523,C003523,Solved,107,15260,Ongoing,High
CASE003524,C003524,Solved,152,76404,Closed,Low
CASE003525,C003525,Solved,77,83827,Hearing,Medium
CASE003526,C003526,Pending,33,36603,Closed,High
CASE003527,C003527,Solved,283,69171,Hearing,Medium
CASE003528,C003528,Solved,199,8941,Ongoing,Low
CASE003529,C003529,Solved,276,5199,Ongoing,High
CASE003530,C003530,Pending,68,46885,Ongoing,High
CASE003531,C003531,Solved,256,78828,Ongoing,Low
CASE003532,C003532,Solved,233,57838,Hearing,Low
CASE003533,C003533,Pending,77,27998,Closed,Low
CASE003534,C003534,Solved,274,1638,Ongoing,High
CASE003535,C003535,Solved,321,19383,Ongoing,Medium
CASE003536,C003536,Solved,189,40073,Closed,Medium
CASE003537,C003537,Solved,17,46589,Hearing,Low
CASE003538,C003538,Pending,289,21822,Ongoing,High
CASE003539,C003539,Solved,8,24737,Ongoing,Low
CASE003540,C003540,Solved,276,69277,Ongoing,Low
CASE003541,C003541,Solved,304,24302,Ongoing,Medium
CASE003542,C003542,Solved,7,82667,Hearing,Low
CASE003543,C003543,Under Investigation,201,85389,Ongoing,High
CASE003544,C003544,Pending,303,66179,Hearing,Medium
CASE003545,C003545,Solved,204,57287,Ongoing,Low
CASE003546,C003546,Solved,33,66521,Hearing,Medium
CASE003547,C003547,Solved,225,80556,Closed,Low
CASE003548,C003548,Solved,158,52612,Closed,Low
CASE003549,C003549,Solved,309,60087,Hearing,High
CASE003550,C003550,Solved,225,54290,Ongoing,Low
CASE003551,C003551,Solved,130,11539,Closed,High
CASE003552,C003552,Under Investigation,235,44687,Hearing,Medium
CASE003553,C003553,Pending,286,27476,Ongoing,Low
CASE003554,C003554,Solved,252,5501,Ongoing,Medium
CASE003555,C003555,Solved,102,35615,Hearing,Low
CASE003556,C003556,Solved,300,51601,Closed,High
CASE003557,C003557,Pending,82,39575,Hearing,High
CASE003558,C003558,Solved,60,27989,Hearing,Low
CASE003559,C003559,Under Investigation,292,92245,Ongoing,Medium
CASE003560,C003560,Solved,341,75557,Ongoing,High
CASE003561,C003561,Solved,55,16601,Ongoing,Low
CASE003562,C003562,Pending,222,43846,Closed,Low
CASE003563,C003563,Solved,240,10165,Ongoing,Low
CASE003564,C003564,Solved,302,37905,Hearing,High
CASE003565,C003565,Solved,5,66004,Hearing,Low
CASE003566,C003566,Solved,245,18403,Hearing,Low
CASE003567,C003567,Under Investigation,343,60191,Hearing,Medium
CASE003568,C003568,Solved,107,69899,Hearing,Low
CASE003569,C003569,Under Investigation,170,89856,Ongoing,Medium
CASE003570,C003570,Pending,306,47413,Ongoing,High
CASE003571,C003571,Solved,59,31440,Closed,Medium
CASE003572,C003572,Solved,278,8313,Closed,High
CASE003573,C003573,Solved,194,56041,Ongoing,Low
CASE003574,C003574,Under Investigation,312,16418,Hearing,High
CASE003575,C003575,Solved,177,53862,Hearing,High
CASE003576,C003576,Solved,345,47821,Hearing,High
CASE003577,C003577,Under Investigation,132,52648,Ongoing,Medium
CASE003578,C003578,Solved,167,63440,Ongoing,Medium
CASE003579,C003579,Pending,229,89294,Hearing,Low
CASE003580,C003580,Solved,126,15420,Ongoing,High
CASE003581,C003581,Solved,170,40354,Ongoing,High
CASE003582,C003582,Solved,205,82120,Hearing,High
CASE003583,C003583,Solved,130,7345,Ongoing,High
CASE003584,C003584,Pending,182,1105,Hearing,High
CASE003585,C003585,Solved,256,24686,Hearing,Medium
CASE003586,C003586,Solved,49,95639,Hearing,High
CASE003587,C003587,Solved,194,25090,Closed,Low
CASE003588,C003588,Under Investigation,351,65377,Ongoing,High
CASE003589,C003589,Solved,193,75023,Ongoing,High
CASE003590,C003590,Solved,11,2589,Ongoing,Medium
CASE003591,C003591,Solved,117,29328,Ongoing,High
CASE003592,C003592,Pending,259,84639,Ongoing,Medium
CASE003593,C003593,Solved,346,16498,Ongoing,Low
CASE003594,C003594,Solved,301,8580,Ongoing,Medium
CASE003595,C003595,Solved,171,85235,Closed,Low
CASE003596,C003596,Under Investigation,98,65583,Closed,Medium
CASE003597,C003597,Solved,329,97474,Closed,High
CASE003598,C003598,Solved,279,7025,Closed,Low
CASE003599,C003599,Solved,312,46851,Closed,High
CASE003600,C003600,Solved,211,67344,Closed,Low
CASE003601,C003601,Pending,300,78759,Closed,Low
CASE003602,C003602,Pending,192,67302,Closed,High
CASE003603,C003603,Pending,348,23754,Closed,Medium
CASE003604,C003604,Solved,53,88029,Closed,High
CASE003605,C003605,Solved,254,21803,Hearing,Low
CASE003606,C003606,Solved,166,11030,Closed,Low
CASE003607,C003607,Under Investigation,21,88117,Closed,High
CASE003608,C003608,Solved,144,90842,Ongoing,Low
CASE003609,C003609,Solved,218,55793,Closed,Low
CASE003610,C003610,Solved,361,82235,Closed,Low
CASE003611,C003611,Solved,303,18579,Hearing,Low
CASE003612,C003612,Solved,144,92069,Closed,High
CASE003613,C003613,Solved,51,62224,Closed,Low
CASE003614,C003614,Solved,18,80989,Ongoing,Medium
CASE003615,C003615,Pending,325,73429,Ongoing,High
CASE003616,C003616,Solved,26,40235,Hearing,High
CASE003617,C003617,Solved,141,11361,Ongoing,Low
CASE003618,C003618,Under Investigation,34,39688,Hearing,Medium
CASE003619,C003619,Solved,90,98784,Ongoing,High
CASE003620,C003620,Under Investigation,27,95843,Hearing,Low
CASE003621,C003621,Solved,101,65878,Hearing,High
CASE003622,C003622,Solved,39,61325,Closed,Medium
CASE003623,C003623,Solved,271,55563,Ongoing,Medium
CASE003624,C003624,Under Investigation,10,76239,Ongoing,High
CASE003625,C003625,Under Investigation,300,5158,Closed,High
CASE003626,C003626,Under Investigation,139,89161,Hearing,Medium
CASE003627,C003627,Solved,331,64030,Hearing,Medium
CASE003628,C003628,Under Investigation,49,99044,Closed,Medium
CASE003629,C003629,Under Investigation,331,93124,Hearing,High
